Route,ORIGIN,ORIGIN_City_State,Origin_City,Origin_State,DEST,Dest_City_State,Dest_City,Dest_State,DISTANCE
3434,LEX,"Lexington, KY",Lexington,KY,IAD,"Washington, DC",Washington,DC,392
3435,LEX,"Lexington, KY",Lexington,KY,IAH,"Houston, TX",Houston,TX,828
3436,LEX,"Lexington, KY",Lexington,KY,LGA,"New York, NY",New York,NY,604
3437,LEX,"Lexington, KY",Lexington,KY,MSP,"Minneapolis, MN",Minneapolis,MN,650
3438,LEX,"Lexington, KY",Lexington,KY,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,438
3439,LEX,"Lexington, KY",Lexington,KY,ORD,"Chicago, IL",Chicago,IL,323
3440,LEX,"Lexington, KY",Lexington,KY,PGD,"Punta Gorda, FL",Punta Gorda,FL,781
3441,LEX,"Lexington, KY",Lexington,KY,PIE,"St. Petersburg, FL",St. Petersburg,FL,707
3442,LEX,"Lexington, KY",Lexington,KY,SAV,"Savannah, GA",Savannah,GA,451
3443,LEX,"Lexington, KY",Lexington,KY,SFB,"Sanford, FL",Sanford,FL,667
3444,LEX,"Lexington, KY",Lexington,KY,VPS,"Valparaiso, FL",Valparaiso,FL,532
3445,LFT,"Lafayette, LA",Lafayette,LA,ATL,"Atlanta, GA",Atlanta,GA,503
3446,LFT,"Lafayette, LA",Lafayette,LA,DEN,"Denver, CO",Denver,CO,978
3447,LFT,"Lafayette, LA",Lafayette,LA,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,351
3448,LFT,"Lafayette, LA",Lafayette,LA,IAH,"Houston, TX",Houston,TX,201
3449,LFT,"Lafayette, LA",Lafayette,LA,MCO,"Orlando, FL",Orlando,FL,656
3450,LGA,"New York, NY",New York,NY,ACK,"Nantucket, MA",Nantucket,MA,202
3451,LGA,"New York, NY",New York,NY,AGS,"Augusta, GA",Augusta,GA,678
3452,LGA,"New York, NY",New York,NY,ATL,"Atlanta, GA",Atlanta,GA,762
3453,LGA,"New York, NY",New York,NY,AVL,"Asheville, NC",Asheville,NC,599
3454,LGA,"New York, NY",New York,NY,BGR,"Bangor, ME",Bangor,ME,378
3455,LGA,"New York, NY",New York,NY,BHM,"Birmingham, AL",Birmingham,AL,866
3456,LGA,"New York, NY",New York,NY,BNA,"Nashville, TN",Nashville,TN,764
3457,LGA,"New York, NY",New York,NY,BOS,"Boston, MA",Boston,MA,184
3458,LGA,"New York, NY",New York,NY,BTV,"Burlington, VT",Burlington,VT,258
3459,LGA,"New York, NY",New York,NY,BUF,"Buffalo, NY",Buffalo,NY,292
3460,LGA,"New York, NY",New York,NY,BZN,"Bozeman, MT",Bozeman,MT,1894
3461,LGA,"New York, NY",New York,NY,CAE,"Columbia, SC",Columbia,SC,617
3462,LGA,"New York, NY",New York,NY,CAK,"Akron, OH",Akron,OH,397
3463,LGA,"New York, NY",New York,NY,CHA,"Chattanooga, TN",Chattanooga,TN,734
3464,LGA,"New York, NY",New York,NY,CHO,"Charlottesville, VA",Charlottesville,VA,305
3465,LGA,"New York, NY",New York,NY,CHS,"Charleston, SC",Charleston,SC,641
3466,LGA,"New York, NY",New York,NY,CLE,"Cleveland, OH",Cleveland,OH,419
3467,LGA,"New York, NY",New York,NY,CLT,"Charlotte, NC",Charlotte,NC,544
3468,LGA,"New York, NY",New York,NY,CMH,"Columbus, OH",Columbus,OH,479
3469,LGA,"New York, NY",New York,NY,CVG,"Cincinnati, OH",Cincinnati,OH,585
3470,LGA,"New York, NY",New York,NY,DAB,"Daytona Beach, FL",Daytona Beach,FL,897
3471,LGA,"New York, NY",New York,NY,DAL,"Dallas, TX",Dallas,TX,1381
3472,LGA,"New York, NY",New York,NY,DAY,"Dayton, OH",Dayton,OH,549
3473,LGA,"New York, NY",New York,NY,DCA,"Washington, DC",Washington,DC,214
3474,LGA,"New York, NY",New York,NY,DEN,"Denver, CO",Denver,CO,1620
3475,LGA,"New York, NY",New York,NY,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1389
3476,LGA,"New York, NY",New York,NY,DSM,"Des Moines, IA",Des Moines,IA,1031
3477,LGA,"New York, NY",New York,NY,DTW,"Detroit, MI",Detroit,MI,502
3478,LGA,"New York, NY",New York,NY,EGE,"Eagle, CO",Eagle,CO,1739
3479,LGA,"New York, NY",New York,NY,EYW,"Key West, FL",Key West,FL,1207
3480,LGA,"New York, NY",New York,NY,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1076
3481,LGA,"New York, NY",New York,NY,GRR,"Grand Rapids, MI",Grand Rapids,MI,618
3482,LGA,"New York, NY",New York,NY,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,461
3483,LGA,"New York, NY",New York,NY,GSP,"Greer, SC",Greer,SC,610
3484,LGA,"New York, NY",New York,NY,HHH,"Hilton Head, SC",Hilton Head,SC,701
3485,LGA,"New York, NY",New York,NY,HOU,"Houston, TX",Houston,TX,1428
3486,LGA,"New York, NY",New York,NY,IAD,"Washington, DC",Washington,DC,229
3487,LGA,"New York, NY",New York,NY,IAH,"Houston, TX",Houston,TX,1416
3488,LGA,"New York, NY",New York,NY,ILM,"Wilmington, NC",Wilmington,NC,500
3489,LGA,"New York, NY",New York,NY,IND,"Indianapolis, IN",Indianapolis,IN,660
3490,LGA,"New York, NY",New York,NY,JAC,"Jackson, WY",Jackson,WY,1887
3491,LGA,"New York, NY",New York,NY,JAX,"Jacksonville, FL",Jacksonville,FL,833
3492,LGA,"New York, NY",New York,NY,LEX,"Lexington, KY",Lexington,KY,604
3493,LGA,"New York, NY",New York,NY,MCI,"Kansas City, MO",Kansas City,MO,1107
3494,LGA,"New York, NY",New York,NY,MCO,"Orlando, FL",Orlando,FL,950
3495,LGA,"New York, NY",New York,NY,MDW,"Chicago, IL",Chicago,IL,725
3496,LGA,"New York, NY",New York,NY,MEM,"Memphis, TN",Memphis,TN,963
3497,LGA,"New York, NY",New York,NY,MHT,"Manchester, NH",Manchester,NH,195
3498,LGA,"New York, NY",New York,NY,MIA,"Miami, FL",Miami,FL,1096
3499,LGA,"New York, NY",New York,NY,MKE,"Milwaukee, WI",Milwaukee,WI,738
3500,LGA,"New York, NY",New York,NY,MSN,"Madison, WI",Madison,WI,812
3501,LGA,"New York, NY",New York,NY,MSP,"Minneapolis, MN",Minneapolis,MN,1020
3502,LGA,"New York, NY",New York,NY,MSY,"New Orleans, LA",New Orleans,LA,1183
3503,LGA,"New York, NY",New York,NY,MTJ,"Montrose/Delta, CO",Montrose/Delta,CO,1810
3504,LGA,"New York, NY",New York,NY,MVY,"Martha's Vineyard, MA",Martha's Vineyard,MA,175
3505,LGA,"New York, NY",New York,NY,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,563
3506,LGA,"New York, NY",New York,NY,OMA,"Omaha, NE",Omaha,NE,1148
3507,LGA,"New York, NY",New York,NY,ORD,"Chicago, IL",Chicago,IL,733
3508,LGA,"New York, NY",New York,NY,ORF,"Norfolk, VA",Norfolk,VA,296
3509,LGA,"New York, NY",New York,NY,PBI,"West Palm Beach/Palm Beach, FL",West Palm Beach/Palm Beach,FL,1035
3510,LGA,"New York, NY",New York,NY,PHL,"Philadelphia, PA",Philadelphia,PA,96
3511,LGA,"New York, NY",New York,NY,PHX,"Phoenix, AZ",Phoenix,AZ,2149
3512,LGA,"New York, NY",New York,NY,PIT,"Pittsburgh, PA",Pittsburgh,PA,335
3513,LGA,"New York, NY",New York,NY,PWM,"Portland, ME",Portland,ME,269
3514,LGA,"New York, NY",New York,NY,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,431
3515,LGA,"New York, NY",New York,NY,RIC,"Richmond, VA",Richmond,VA,292
3516,LGA,"New York, NY",New York,NY,ROA,"Roanoke, VA",Roanoke,VA,405
3517,LGA,"New York, NY",New York,NY,ROC,"Rochester, NY",Rochester,NY,254
3518,LGA,"New York, NY",New York,NY,RSW,"Fort Myers, FL",Fort Myers,FL,1080
3519,LGA,"New York, NY",New York,NY,SAT,"San Antonio, TX",San Antonio,TX,1586
3520,LGA,"New York, NY",New York,NY,SAV,"Savannah, GA",Savannah,GA,722
3521,LGA,"New York, NY",New York,NY,SBN,"South Bend, IN",South Bend,IN,651
3522,LGA,"New York, NY",New York,NY,SDF,"Louisville, KY",Louisville,KY,659
3523,LGA,"New York, NY",New York,NY,SRQ,"Sarasota/Bradenton, FL",Sarasota/Bradenton,FL,1047
3524,LGA,"New York, NY",New York,NY,STL,"St. Louis, MO",St. Louis,MO,888
3525,LGA,"New York, NY",New York,NY,SYR,"Syracuse, NY",Syracuse,NY,198
3526,LGA,"New York, NY",New York,NY,TPA,"Tampa, FL",Tampa,FL,1010
3527,LGA,"New York, NY",New York,NY,TVC,"Traverse City, MI",Traverse City,MI,655
3528,LGA,"New York, NY",New York,NY,TYS,"Knoxville, TN",Knoxville,TN,648
3529,LGA,"New York, NY",New York,NY,XNA,"Fayetteville, AR",Fayetteville,AR,1147
3530,LGB,"Long Beach, CA",Long Beach,CA,AUS,"Austin, TX",Austin,TX,1226
3531,LGB,"Long Beach, CA",Long Beach,CA,BOS,"Boston, MA",Boston,MA,2602
3532,LGB,"Long Beach, CA",Long Beach,CA,BZN,"Bozeman, MT",Bozeman,MT,904
3533,LGB,"Long Beach, CA",Long Beach,CA,DEN,"Denver, CO",Denver,CO,854
3534,LGB,"Long Beach, CA",Long Beach,CA,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,2327
3535,LGB,"Long Beach, CA",Long Beach,CA,HDN,"Hayden, CO",Hayden,CO,758
3536,LGB,"Long Beach, CA",Long Beach,CA,HNL,"Honolulu, HI",Honolulu,HI,2569
3537,LGB,"Long Beach, CA",Long Beach,CA,JFK,"New York, NY",New York,NY,2465
3538,LGB,"Long Beach, CA",Long Beach,CA,LAS,"Las Vegas, NV",Las Vegas,NV,231
3539,LGB,"Long Beach, CA",Long Beach,CA,OAK,"Oakland, CA",Oakland,CA,353
3540,LGB,"Long Beach, CA",Long Beach,CA,PDX,"Portland, OR",Portland,OR,846
3541,LGB,"Long Beach, CA",Long Beach,CA,PHX,"Phoenix, AZ",Phoenix,AZ,355
3542,LGB,"Long Beach, CA",Long Beach,CA,RNO,"Reno, NV",Reno,NV,402
3543,LGB,"Long Beach, CA",Long Beach,CA,SEA,"Seattle, WA",Seattle,WA,965
3544,LGB,"Long Beach, CA",Long Beach,CA,SFO,"San Francisco, CA",San Francisco,CA,354
3545,LGB,"Long Beach, CA",Long Beach,CA,SJC,"San Jose, CA",San Jose,CA,324
3546,LGB,"Long Beach, CA",Long Beach,CA,SLC,"Salt Lake City, UT",Salt Lake City,UT,588
3547,LGB,"Long Beach, CA",Long Beach,CA,SMF,"Sacramento, CA",Sacramento,CA,387
3548,LIH,"Lihue, HI",Lihue,HI,DEN,"Denver, CO",Denver,CO,3414
3549,LIH,"Lihue, HI",Lihue,HI,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,3847
3550,LIH,"Lihue, HI",Lihue,HI,HNL,"Honolulu, HI",Honolulu,HI,102
3551,LIH,"Lihue, HI",Lihue,HI,KOA,"Kona, HI",Kona,HI,263
3552,LIH,"Lihue, HI",Lihue,HI,LAX,"Los Angeles, CA",Los Angeles,CA,2615
3553,LIH,"Lihue, HI",Lihue,HI,OAK,"Oakland, CA",Oakland,CA,2457
3554,LIH,"Lihue, HI",Lihue,HI,OGG,"Kahului, HI",Kahului,HI,201
3555,LIH,"Lihue, HI",Lihue,HI,PDX,"Portland, OR",Portland,OR,2631
3556,LIH,"Lihue, HI",Lihue,HI,PHX,"Phoenix, AZ",Phoenix,AZ,2979
3557,LIH,"Lihue, HI",Lihue,HI,SAN,"San Diego, CA",San Diego,CA,2676
3558,LIH,"Lihue, HI",Lihue,HI,SEA,"Seattle, WA",Seattle,WA,2701
3559,LIH,"Lihue, HI",Lihue,HI,SFO,"San Francisco, CA",San Francisco,CA,2447
3560,LIH,"Lihue, HI",Lihue,HI,SJC,"San Jose, CA",San Jose,CA,2466
3561,LIT,"Little Rock, AR",Little Rock,AR,ATL,"Atlanta, GA",Atlanta,GA,453
3562,LIT,"Little Rock, AR",Little Rock,AR,CLT,"Charlotte, NC",Charlotte,NC,640
3563,LIT,"Little Rock, AR",Little Rock,AR,DAL,"Dallas, TX",Dallas,TX,296
3564,LIT,"Little Rock, AR",Little Rock,AR,DCA,"Washington, DC",Washington,DC,888
3565,LIT,"Little Rock, AR",Little Rock,AR,DEN,"Denver, CO",Denver,CO,771
3566,LIT,"Little Rock, AR",Little Rock,AR,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,304
3567,LIT,"Little Rock, AR",Little Rock,AR,DTW,"Detroit, MI",Detroit,MI,705
3568,LIT,"Little Rock, AR",Little Rock,AR,IAH,"Houston, TX",Houston,TX,374
3569,LIT,"Little Rock, AR",Little Rock,AR,LAS,"Las Vegas, NV",Las Vegas,NV,1294
3570,LIT,"Little Rock, AR",Little Rock,AR,LAX,"Los Angeles, CA",Los Angeles,CA,1494
3571,LIT,"Little Rock, AR",Little Rock,AR,MCO,"Orlando, FL",Orlando,FL,776
3572,LIT,"Little Rock, AR",Little Rock,AR,ORD,"Chicago, IL",Chicago,IL,552
3573,LIT,"Little Rock, AR",Little Rock,AR,PHX,"Phoenix, AZ",Phoenix,AZ,1136
3574,LIT,"Little Rock, AR",Little Rock,AR,SFB,"Sanford, FL",Sanford,FL,765
3575,LIT,"Little Rock, AR",Little Rock,AR,STL,"St. Louis, MO",St. Louis,MO,296
3576,LIT,"Little Rock, AR",Little Rock,AR,VPS,"Valparaiso, FL",Valparaiso,FL,443
3577,LNK,"Lincoln, NE",Lincoln,NE,ATL,"Atlanta, GA",Atlanta,GA,841
3578,LNK,"Lincoln, NE",Lincoln,NE,DEN,"Denver, CO",Denver,CO,423
3579,LNK,"Lincoln, NE",Lincoln,NE,MSP,"Minneapolis, MN",Minneapolis,MN,331
3580,LNK,"Lincoln, NE",Lincoln,NE,ORD,"Chicago, IL",Chicago,IL,466
3581,LRD,"Laredo, TX",Laredo,TX,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,396
3582,LRD,"Laredo, TX",Laredo,TX,IAH,"Houston, TX",Houston,TX,301
3583,LRD,"Laredo, TX",Laredo,TX,LAS,"Las Vegas, NV",Las Vegas,NV,1092
3584,LSE,"La Crosse, WI",La Crosse,WI,DTW,"Detroit, MI",Detroit,MI,416
3585,LSE,"La Crosse, WI",La Crosse,WI,MSP,"Minneapolis, MN",Minneapolis,MN,119
3586,LSE,"La Crosse, WI",La Crosse,WI,ORD,"Chicago, IL",Chicago,IL,215
3587,LWB,"Lewisburg, WV",Lewisburg,WV,IAD,"Washington, DC",Washington,DC,176
3588,LWB,"Lewisburg, WV",Lewisburg,WV,ORD,"Chicago, IL",Chicago,IL,489
3589,LWB,"Lewisburg, WV",Lewisburg,WV,SHD,"Staunton, VA",Staunton,VA,87
3590,LWS,"Lewiston, ID",Lewiston,ID,SLC,"Salt Lake City, UT",Salt Lake City,UT,461
3591,LYH,"Lynchburg, VA",Lynchburg,VA,CLT,"Charlotte, NC",Charlotte,NC,175
3592,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,DAL,"Dallas, TX",Dallas,TX,319
3593,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,DEN,"Denver, CO",Denver,CO,563
3594,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,309
3595,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,HOU,"Houston, TX",Houston,TX,441
3596,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,IAH,"Houston, TX",Houston,TX,429
3597,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,LAS,"Las Vegas, NV",Las Vegas,NV,795
3598,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,PHX,"Phoenix, AZ",Phoenix,AZ,581
3599,MBS,"Saginaw/Bay City/Midland, MI",Saginaw/Bay City/Midland,MI,APN,"Alpena, MI",Alpena,MI,110
3600,MBS,"Saginaw/Bay City/Midland, MI",Saginaw/Bay City/Midland,MI,DTW,"Detroit, MI",Detroit,MI,98
3601,MBS,"Saginaw/Bay City/Midland, MI",Saginaw/Bay City/Midland,MI,MSP,"Minneapolis, MN",Minneapolis,MN,463
3602,MBS,"Saginaw/Bay City/Midland, MI",Saginaw/Bay City/Midland,MI,ORD,"Chicago, IL",Chicago,IL,222
3603,MCI,"Kansas City, MO",Kansas City,MO,ABQ,"Albuquerque, NM",Albuquerque,NM,718
3604,MCI,"Kansas City, MO",Kansas City,MO,ATL,"Atlanta, GA",Atlanta,GA,692
3605,MCI,"Kansas City, MO",Kansas City,MO,AUS,"Austin, TX",Austin,TX,650
3606,MCI,"Kansas City, MO",Kansas City,MO,AZA,"Phoenix, AZ",Phoenix,AZ,1030
3607,MCI,"Kansas City, MO",Kansas City,MO,BNA,"Nashville, TN",Nashville,TN,491
3608,MCI,"Kansas City, MO",Kansas City,MO,BOS,"Boston, MA",Boston,MA,1256
3609,MCI,"Kansas City, MO",Kansas City,MO,BWI,"Baltimore, MD",Baltimore,MD,967
3610,MCI,"Kansas City, MO",Kansas City,MO,CLT,"Charlotte, NC",Charlotte,NC,808
3611,MCI,"Kansas City, MO",Kansas City,MO,CVG,"Cincinnati, OH",Cincinnati,OH,539
3612,MCI,"Kansas City, MO",Kansas City,MO,DAL,"Dallas, TX",Dallas,TX,460
3613,MCI,"Kansas City, MO",Kansas City,MO,DCA,"Washington, DC",Washington,DC,949
3614,MCI,"Kansas City, MO",Kansas City,MO,DEN,"Denver, CO",Denver,CO,533
3615,MCI,"Kansas City, MO",Kansas City,MO,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,460
3616,MCI,"Kansas City, MO",Kansas City,MO,DTW,"Detroit, MI",Detroit,MI,629
3617,MCI,"Kansas City, MO",Kansas City,MO,ECP,"Panama City, FL",Panama City,FL,797
3618,MCI,"Kansas City, MO",Kansas City,MO,EWR,"Newark, NJ",Newark,NJ,1092
3619,MCI,"Kansas City, MO",Kansas City,MO,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1242
3620,MCI,"Kansas City, MO",Kansas City,MO,HOU,"Houston, TX",Houston,TX,666
3621,MCI,"Kansas City, MO",Kansas City,MO,IAD,"Washington, DC",Washington,DC,926
3622,MCI,"Kansas City, MO",Kansas City,MO,IAH,"Houston, TX",Houston,TX,643
3623,MCI,"Kansas City, MO",Kansas City,MO,IND,"Indianapolis, IN",Indianapolis,IN,451
3624,MCI,"Kansas City, MO",Kansas City,MO,JAX,"Jacksonville, FL",Jacksonville,FL,955
3625,MCI,"Kansas City, MO",Kansas City,MO,LAS,"Las Vegas, NV",Las Vegas,NV,1139
3626,MCI,"Kansas City, MO",Kansas City,MO,LAX,"Los Angeles, CA",Los Angeles,CA,1363
3627,MCI,"Kansas City, MO",Kansas City,MO,LGA,"New York, NY",New York,NY,1107
3628,MCI,"Kansas City, MO",Kansas City,MO,MCO,"Orlando, FL",Orlando,FL,1072
3629,MCI,"Kansas City, MO",Kansas City,MO,MDW,"Chicago, IL",Chicago,IL,405
3630,MCI,"Kansas City, MO",Kansas City,MO,MIA,"Miami, FL",Miami,FL,1251
3631,MCI,"Kansas City, MO",Kansas City,MO,MKE,"Milwaukee, WI",Milwaukee,WI,436
3632,MCI,"Kansas City, MO",Kansas City,MO,MSP,"Minneapolis, MN",Minneapolis,MN,393
3633,MCI,"Kansas City, MO",Kansas City,MO,MSY,"New Orleans, LA",New Orleans,LA,689
3634,MCI,"Kansas City, MO",Kansas City,MO,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,959
3635,MCI,"Kansas City, MO",Kansas City,MO,OAK,"Oakland, CA",Oakland,CA,1489
3636,MCI,"Kansas City, MO",Kansas City,MO,ORD,"Chicago, IL",Chicago,IL,403
3637,MCI,"Kansas City, MO",Kansas City,MO,PDX,"Portland, OR",Portland,OR,1482
3638,MCI,"Kansas City, MO",Kansas City,MO,PGD,"Punta Gorda, FL",Punta Gorda,FL,1125
3639,MCI,"Kansas City, MO",Kansas City,MO,PHL,"Philadelphia, PA",Philadelphia,PA,1038
3640,MCI,"Kansas City, MO",Kansas City,MO,PHX,"Phoenix, AZ",Phoenix,AZ,1044
3641,MCI,"Kansas City, MO",Kansas City,MO,PIE,"St. Petersburg, FL",St. Petersburg,FL,1045
3642,MCI,"Kansas City, MO",Kansas City,MO,PNS,"Pensacola, FL",Pensacola,FL,743
3643,MCI,"Kansas City, MO",Kansas City,MO,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,904
3644,MCI,"Kansas City, MO",Kansas City,MO,RSW,"Fort Myers, FL",Fort Myers,FL,1155
3645,MCI,"Kansas City, MO",Kansas City,MO,SAN,"San Diego, CA",San Diego,CA,1334
3646,MCI,"Kansas City, MO",Kansas City,MO,SAT,"San Antonio, TX",San Antonio,TX,706
3647,MCI,"Kansas City, MO",Kansas City,MO,SEA,"Seattle, WA",Seattle,WA,1489
3648,MCI,"Kansas City, MO",Kansas City,MO,SFB,"Sanford, FL",Sanford,FL,1058
3649,MCI,"Kansas City, MO",Kansas City,MO,SFO,"San Francisco, CA",San Francisco,CA,1499
3650,MCI,"Kansas City, MO",Kansas City,MO,SLC,"Salt Lake City, UT",Salt Lake City,UT,920
3651,MCI,"Kansas City, MO",Kansas City,MO,STL,"St. Louis, MO",St. Louis,MO,237
3652,MCI,"Kansas City, MO",Kansas City,MO,TPA,"Tampa, FL",Tampa,FL,1048
3653,MCI,"Kansas City, MO",Kansas City,MO,VPS,"Valparaiso, FL",Valparaiso,FL,764
3654,MCO,"Orlando, FL",Orlando,FL,ABQ,"Albuquerque, NM",Albuquerque,NM,1553
3655,MCO,"Orlando, FL",Orlando,FL,ACY,"Atlantic City, NJ",Atlantic City,NJ,852
3656,MCO,"Orlando, FL",Orlando,FL,ALB,"Albany, NY",Albany,NY,1073
3657,MCO,"Orlando, FL",Orlando,FL,ATL,"Atlanta, GA",Atlanta,GA,404
3658,MCO,"Orlando, FL",Orlando,FL,AUS,"Austin, TX",Austin,TX,994
3659,MCO,"Orlando, FL",Orlando,FL,AVL,"Asheville, NC",Asheville,NC,488
3660,MCO,"Orlando, FL",Orlando,FL,BDL,"Hartford, CT",Hartford,CT,1050
3661,MCO,"Orlando, FL",Orlando,FL,BHM,"Birmingham, AL",Birmingham,AL,479
3662,MCO,"Orlando, FL",Orlando,FL,BMI,"Bloomington/Normal, IL",Bloomington/Normal,IL,936
3663,MCO,"Orlando, FL",Orlando,FL,BNA,"Nashville, TN",Nashville,TN,616
3664,MCO,"Orlando, FL",Orlando,FL,BOS,"Boston, MA",Boston,MA,1121
3665,MCO,"Orlando, FL",Orlando,FL,BQN,"Aguadilla, PR",Aguadilla,PR,1129
3666,MCO,"Orlando, FL",Orlando,FL,BTV,"Burlington, VT",Burlington,VT,1194
3667,MCO,"Orlando, FL",Orlando,FL,BUF,"Buffalo, NY",Buffalo,NY,1011
3668,MCO,"Orlando, FL",Orlando,FL,BWI,"Baltimore, MD",Baltimore,MD,787
3669,MCO,"Orlando, FL",Orlando,FL,CAK,"Akron, OH",Akron,OH,861
3670,MCO,"Orlando, FL",Orlando,FL,CID,"Cedar Rapids/Iowa City, IA",Cedar Rapids/Iowa City,IA,1097
3671,MCO,"Orlando, FL",Orlando,FL,CLE,"Cleveland, OH",Cleveland,OH,895
3672,MCO,"Orlando, FL",Orlando,FL,CLT,"Charlotte, NC",Charlotte,NC,468
3673,MCO,"Orlando, FL",Orlando,FL,CMH,"Columbus, OH",Columbus,OH,802
3674,MCO,"Orlando, FL",Orlando,FL,COS,"Colorado Springs, CO",Colorado Springs,CO,1520
3675,MCO,"Orlando, FL",Orlando,FL,CVG,"Cincinnati, OH",Cincinnati,OH,757
3676,MCO,"Orlando, FL",Orlando,FL,DAL,"Dallas, TX",Dallas,TX,973
3677,MCO,"Orlando, FL",Orlando,FL,DCA,"Washington, DC",Washington,DC,759
3678,MCO,"Orlando, FL",Orlando,FL,DEN,"Denver, CO",Denver,CO,1546
3679,MCO,"Orlando, FL",Orlando,FL,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,985
3680,MCO,"Orlando, FL",Orlando,FL,DSM,"Des Moines, IA",Des Moines,IA,1141
3681,MCO,"Orlando, FL",Orlando,FL,DTW,"Detroit, MI",Detroit,MI,957
3682,MCO,"Orlando, FL",Orlando,FL,EWR,"Newark, NJ",Newark,NJ,937
3683,MCO,"Orlando, FL",Orlando,FL,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,177
3684,MCO,"Orlando, FL",Orlando,FL,FNT,"Flint, MI",Flint,MI,1011
3685,MCO,"Orlando, FL",Orlando,FL,GRR,"Grand Rapids, MI",Grand Rapids,MI,1024
3686,MCO,"Orlando, FL",Orlando,FL,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,535
3687,MCO,"Orlando, FL",Orlando,FL,GSP,"Greer, SC",Greer,SC,449
3688,MCO,"Orlando, FL",Orlando,FL,HOU,"Houston, TX",Houston,TX,849
3689,MCO,"Orlando, FL",Orlando,FL,HPN,"White Plains, NY",White Plains,NY,972
3690,MCO,"Orlando, FL",Orlando,FL,HSV,"Huntsville, AL",Huntsville,AL,535
3691,MCO,"Orlando, FL",Orlando,FL,IAD,"Washington, DC",Washington,DC,758
3692,MCO,"Orlando, FL",Orlando,FL,IAH,"Houston, TX",Houston,TX,854
3693,MCO,"Orlando, FL",Orlando,FL,IND,"Indianapolis, IN",Indianapolis,IN,829
3694,MCO,"Orlando, FL",Orlando,FL,ISP,"Islip, NY",Islip,NY,971
3695,MCO,"Orlando, FL",Orlando,FL,JAN,"Jackson/Vicksburg, MS",Jackson/Vicksburg,MS,588
3696,MCO,"Orlando, FL",Orlando,FL,JFK,"New York, NY",New York,NY,944
3697,MCO,"Orlando, FL",Orlando,FL,LAS,"Las Vegas, NV",Las Vegas,NV,2039
3698,MCO,"Orlando, FL",Orlando,FL,LAX,"Los Angeles, CA",Los Angeles,CA,2218
3699,MCO,"Orlando, FL",Orlando,FL,LBE,"Latrobe, PA",Latrobe,PA,823
3700,MCO,"Orlando, FL",Orlando,FL,LFT,"Lafayette, LA",Lafayette,LA,656
3701,MCO,"Orlando, FL",Orlando,FL,LGA,"New York, NY",New York,NY,950
3702,MCO,"Orlando, FL",Orlando,FL,LIT,"Little Rock, AR",Little Rock,AR,776
3703,MCO,"Orlando, FL",Orlando,FL,MCI,"Kansas City, MO",Kansas City,MO,1072
3704,MCO,"Orlando, FL",Orlando,FL,MDT,"Harrisburg, PA",Harrisburg,PA,851
3705,MCO,"Orlando, FL",Orlando,FL,MDW,"Chicago, IL",Chicago,IL,990
3706,MCO,"Orlando, FL",Orlando,FL,MEM,"Memphis, TN",Memphis,TN,684
3707,MCO,"Orlando, FL",Orlando,FL,MHT,"Manchester, NH",Manchester,NH,1142
3708,MCO,"Orlando, FL",Orlando,FL,MIA,"Miami, FL",Miami,FL,192
3709,MCO,"Orlando, FL",Orlando,FL,MKE,"Milwaukee, WI",Milwaukee,WI,1066
3710,MCO,"Orlando, FL",Orlando,FL,MSN,"Madison, WI",Madison,WI,1109
3711,MCO,"Orlando, FL",Orlando,FL,MSP,"Minneapolis, MN",Minneapolis,MN,1310
3712,MCO,"Orlando, FL",Orlando,FL,MSY,"New Orleans, LA",New Orleans,LA,551
3713,MCO,"Orlando, FL",Orlando,FL,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,388
3714,MCO,"Orlando, FL",Orlando,FL,OAK,"Oakland, CA",Oakland,CA,2438
